162014,16.00,"2,014.00",9.00,6.00,3.00,0.00,0.67,24.11,16.78,40.89,30.56,66.20,6.40,0.04,0.01,0.09,92.80,29.67,4.58,0.05,5.26,5.28,0.89,0.02,21.11,6.33,12.56,2.22,13.22,0.49,0.56,0.60,2.89,1.00,1.56,0.86,0.11,4.44,44.13,1.00,1.56,0.89,1.89,0.11,33.22,61.20,6.18,0.05,0.01,0.09,91.00,24.44,4.73,0.00,320.89,0.89,19.00,12.56,0.35,1.22,0.36,3.78,7.11,4.44,8.78,3.44,6.33,3.89,3.11,44.39,2.00,7.00,0.00
192014,19.00,"2,014.00",9.00,5.00,4.00,0.00,0.56,25.22,19.00,44.22,36.00,63.90,6.19,0.05,0.02,0.06,89.20,27.56,4.63,0.02,5.33,4.77,1.56,0.02,22.00,6.67,13.56,1.78,12.89,0.41,1.22,0.27,2.67,1.00,2.56,0.83,0.00,3.67,43.82,1.00,2.00,0.81,1.44,0.00,36.56,59.30,5.77,0.04,0.03,0.09,78.90,25.33,3.91,0.02,309.78,2.11,18.00,14.33,0.39,1.78,0.63,3.00,6.67,11.56,4.00,4.44,3.67,4.22,6.67,44.17,4.00,5.00,0.00
202014,20.00,"2,014.00",9.00,4.00,5.00,0.00,0.44,18.67,22.11,40.78,34.67,58.30,5.69,0.02,0.04,0.10,68.70,26.44,4.51,0.03,4.91,5.27,1.33,0.02,19.00,5.78,11.00,2.22,14.00,0.37,0.67,0.33,1.89,1.00,2.11,0.84,0.22,5.56,44.34,0.96,2.44,0.79,1.22,0.00,31.89,66.90,6.70,0.05,0.03,0.10,92.70,26.67,4.23,0.03,326.33,1.33,19.11,13.00,0.38,0.78,0.57,3.00,5.11,3.00,6.89,6.00,6.11,4.89,5.11,45.44,3.00,6.00,0.00
212014,21.00,"2,014.00",9.00,4.00,5.00,0.00,0.44,27.89,25.00,52.89,41.78,68.40,7.30,0.05,0.03,0.04,95.10,27.67,4.71,0.03,6.13,5.82,2.00,0.02,26.67,8.11,15.89,2.67,12.78,0.50,0.89,0.63,3.33,0.96,1.67,0.93,0.11,3.22,45.79,1.00,2.67,1.00,1.89,0.00,35.00,61.30,7.41,0.04,0.02,0.07,91.40,25.56,4.18,0.04,366.00,1.11,20.89,12.89,0.43,0.56,0.80,4.22,7.56,5.78,9.67,4.56,7.22,6.56,6.00,50.00,7.00,2.00,0.00
222014,22.00,"2,014.00",9.00,7.00,2.00,0.00,0.78,31.22,22.00,53.22,38.22,64.80,6.95,0.07,0.01,0.05,104.80,27.78,3.64,0.01,5.41,5.44,0.67,0.02,22.11,5.00,14.89,2.22,14.33,0.41,0.89,0.50,3.33,1.00,2.78,0.96,0.11,4.44,44.83,1.00,2.00,0.78,1.56,0.00,35.67,60.70,6.59,0.05,0.03,0.07,85.70,27.11,4.43,0.02,355.11,2.00,22.11,12.11,0.43,1.22,0.18,5.67,13.11,6.00,6.44,4.11,4.00,8.78,5.11,47.44,7.00,2.00,0.00
232014,23.00,"2,014.00",9.00,3.00,6.00,0.00,0.33,21.67,27.44,49.11,36.22,63.20,6.60,0.05,0.02,0.06,93.50,27.78,3.75,0.02,5.19,6.38,1.78,0.02,21.44,5.89,13.00,2.56,13.67,0.41,1.11,0.40,2.67,1.00,1.00,1.00,0.00,5.44,44.53,1.00,2.89,0.94,1.89,0.00,32.67,60.50,7.97,0.05,0.04,0.05,84.50,29.00,4.99,0.05,404.89,1.78,21.22,12.78,0.39,0.56,0.60,2.33,8.33,3.44,7.56,6.44,5.56,8.33,7.11,46.67,6.00,2.00,1.00
242014,24.00,"2,014.00",10.00,2.00,8.00,0.00,0.20,17.40,26.50,43.90,34.30,55.70,5.20,0.03,0.03,0.08,68.40,30.20,4.67,0.02,4.74,5.32,1.80,0.02,19.00,7.50,10.00,1.50,14.70,0.41,1.20,0.50,1.80,1.00,1.90,0.89,0.30,5.00,47.42,0.97,2.90,0.89,1.60,0.00,33.50,64.20,7.18,0.07,0.01,0.08,108.80,24.60,3.38,0.02,323.70,0.70,18.50,13.90,0.47,0.10,0.00,5.30,5.70,2.90,3.50,7.20,8.80,4.80,5.70,43.95,5.00,5.00,0.00
252014,25.00,"2,014.00",9.00,0.00,9.00,0.00,0.00,16.22,28.00,44.22,39.78,60.90,5.51,0.04,0.03,0.03,75.50,18.33,3.39,0.01,4.75,5.50,2.11,0.02,15.56,2.78,11.56,1.22,13.89,0.35,1.00,0.78,1.89,1.00,1.22,0.82,0.00,6.11,44.38,1.00,3.00,0.90,2.11,0.00,32.67,67.00,7.39,0.06,0.02,0.03,101.90,34.11,3.84,0.03,372.44,0.89,21.67,14.44,0.47,0.67,0.33,3.33,3.33,3.33,6.22,6.33,9.44,6.89,5.33,44.11,5.00,4.00,0.00
262014,26.00,"2,014.00",9.00,7.00,2.00,0.00,0.78,31.00,22.00,53.00,41.22,59.60,7.02,0.05,0.03,0.03,83.80,28.22,4.07,0.02,5.71,5.20,2.33,0.02,22.33,6.56,13.78,2.00,14.89,0.43,0.78,0.57,3.67,1.00,1.89,0.94,0.00,5.11,43.89,1.00,2.67,0.71,1.11,0.00,37.89,57.20,6.64,0.06,0.02,0.09,90.40,29.11,3.96,0.02,366.89,1.78,20.44,15.33,0.38,0.89,0.25,7.89,8.00,8.78,6.33,5.78,5.56,3.78,6.89,50.06,5.00,4.00,0.00
272014,27.00,"2,014.00",10.00,6.00,4.00,0.00,0.60,26.10,23.90,50.00,38.40,68.80,7.75,0.06,0.01,0.07,108.50,26.70,4.15,0.01,6.04,5.79,1.50,0.02,23.00,5.60,14.80,2.60,13.30,0.44,0.80,0.63,3.00,1.00,1.80,0.89,0.10,4.40,42.91,1.00,2.30,0.96,2.20,0.00,33.60,61.30,7.13,0.05,0.02,0.06,92.70,24.30,4.42,0.03,347.00,1.30,20.30,12.10,0.36,0.80,0.88,3.30,12.00,3.10,7.70,6.00,5.30,5.40,7.20,45.40,6.00,4.00,0.00
332014,33.00,"2,014.00",9.00,5.00,4.00,0.00,0.56,22.78,20.67,43.44,33.11,66.40,7.61,0.07,0.03,0.06,101.60,26.67,3.07,0.01,5.41,5.58,1.00,0.02,19.56,4.56,12.78,2.22,13.78,0.48,0.44,0.25,2.56,1.00,1.56,1.00,0.00,4.44,45.98,1.00,2.33,0.75,1.00,0.00,34.00,63.10,6.74,0.06,0.01,0.05,97.30,25.67,4.41,0.03,342.33,1.00,20.00,12.78,0.49,0.78,0.00,3.78,8.33,6.56,4.11,2.33,8.22,6.11,4.00,45.44,4.00,5.00,0.00
282014,28.00,"2,014.00",9.00,6.00,3.00,0.00,0.67,26.67,21.22,47.89,28.89,62.70,6.73,0.04,0.02,0.07,90.20,31.00,5.51,0.05,5.90,5.01,1.00,0.02,20.67,9.11,9.78,1.78,12.89,0.41,0.56,0.60,3.00,1.00,2.11,0.89,0.11,4.00,43.14,1.00,2.11,0.88,1.56,0.11,35.00,65.70,6.49,0.05,0.02,0.04,93.00,24.89,3.21,0.02,307.00,1.33,19.33,13.33,0.43,0.78,0.57,6.00,7.56,3.89,8.56,4.44,7.11,3.00,6.67,45.28,6.00,3.00,0.00
292014,29.00,"2,014.00",9.00,5.00,4.00,0.00,0.56,21.67,22.44,44.11,33.00,61.30,6.72,0.05,0.02,0.10,92.80,29.22,4.18,0.02,5.24,5.10,1.11,0.02,20.00,6.11,11.67,2.22,14.00,0.41,1.00,0.56,2.33,1.00,2.22,0.80,0.00,4.56,45.54,1.00,2.78,1.00,1.00,0.00,35.33,58.50,6.09,0.05,0.03,0.05,80.60,23.11,3.95,0.02,306.44,1.78,19.11,12.00,0.45,0.67,0.67,6.78,8.33,3.33,2.89,6.00,5.33,6.22,4.89,46.72,4.00,5.00,0.00
342014,34.00,"2,014.00",9.00,3.00,6.00,0.00,0.33,18.11,27.89,46.00,33.11,63.40,6.43,0.04,0.03,0.10,83.70,24.78,3.93,0.02,5.07,5.80,1.78,0.02,18.78,5.33,12.22,1.22,12.00,0.38,0.78,0.43,2.11,1.00,1.44,0.77,0.00,4.89,45.02,1.00,3.22,0.82,1.56,0.00,31.11,69.60,7.53,0.05,0.01,0.06,102.60,28.78,4.32,0.03,358.56,1.22,20.33,12.22,0.43,0.22,0.00,5.78,5.78,1.44,5.11,3.22,7.44,7.67,9.56,43.56,5.00,4.00,0.00
302014,30.00,"2,014.00",9.00,1.00,8.00,0.00,0.11,18.56,30.22,48.78,35.00,59.40,6.33,0.04,0.04,0.08,78.80,21.67,4.15,0.01,5.24,5.82,2.11,0.02,18.44,5.22,11.00,2.22,12.00,0.39,0.89,0.38,2.22,1.00,1.44,0.69,0.00,4.44,38.73,1.00,2.78,0.81,2.33,0.11,36.00,68.20,7.68,0.06,0.02,0.05,104.00,29.56,3.88,0.03,391.22,1.33,23.22,13.11,0.47,0.44,0.75,2.22,3.00,5.00,8.33,9.11,7.33,6.89,5.56,43.83,4.00,5.00,0.00
312014,31.00,"2,014.00",9.00,2.00,7.00,0.00,0.22,16.00,24.78,40.78,31.44,59.70,6.72,0.04,0.03,0.09,82.50,22.89,4.25,0.01,5.40,5.36,1.44,0.02,16.89,4.89,10.22,1.78,11.89,0.30,0.78,0.43,1.78,1.00,1.44,0.85,0.11,5.56,45.84,1.00,2.67,0.89,1.89,0.22,33.78,63.50,6.87,0.05,0.03,0.08,90.10,32.33,4.22,0.03,368.67,1.22,23.22,13.11,0.39,0.67,0.33,2.56,6.11,4.00,3.33,4.11,7.11,6.56,7.00,44.61,3.00,6.00,0.00
322014,32.00,"2,014.00",9.00,3.00,6.00,0.00,0.33,21.89,25.44,47.33,34.89,67.20,8.09,0.04,0.04,0.07,92.00,25.56,4.09,0.03,6.15,5.33,1.89,0.02,20.78,5.22,12.89,2.67,12.11,0.35,0.78,0.43,2.44,0.95,1.78,0.94,0.11,4.56,48.17,1.00,2.89,1.00,1.44,0.00,33.33,64.30,6.69,0.06,0.01,0.08,101.80,26.67,4.14,0.03,333.33,0.89,19.33,13.67,0.43,0.56,0.40,3.33,7.00,4.89,6.33,3.44,10.00,2.89,9.11,46.22,5.00,4.00,0.00
12013,1.00,"2,013.00",9.00,5.00,4.00,0.00,0.56,20.78,22.00,42.78,35.22,61.50,6.33,0.04,0.05,0.08,74.80,23.67,3.95,0.02,5.14,4.85,2.33,0.02,19.44,5.11,12.00,2.33,12.00,0.32,0.33,0.33,2.22,1.00,1.89,0.94,0.33,5.22,44.94,1.00,2.22,0.84,1.78,0.11,40.44,59.10,6.02,0.05,0.03,0.07,80.70,24.89,3.49,0.01,330.56,2.22,20.22,14.11,0.40,0.89,0.38,2.33,7.56,5.22,5.67,4.44,8.44,3.00,6.11,42.94,4.00,5.00,0.00
22013,2.00,"2,013.00",9.00,2.00,7.00,0.00,0.22,20.67,27.89,48.56,41.00,67.50,6.71,0.04,0.03,0.04,90.90,18.33,3.51,0.01,5.55,6.00,1.78,0.02,19.56,3.00,14.67,1.89,12.44,0.41,0.89,0.38,2.33,1.00,1.56,0.93,0.00,4.22,46.53,1.00,2.89,1.00,2.56,0.00,33.44,66.10,7.53,0.06,0.02,0.06,103.50,27.56,4.60,0.02,378.78,0.89,20.67,13.56,0.48,0.89,0.75,4.89,7.00,3.11,5.67,1.44,12.00,5.11,9.33,46.94,5.00,4.00,0.00
32013,3.00,"2,013.00",9.00,4.00,5.00,0.00,0.44,20.89,21.00,41.89,38.44,59.00,6.10,0.03,0.03,0.09,77.30,26.22,2.79,0.01,4.52,5.12,1.78,0.02,18.22,3.89,11.78,2.56,16.22,0.36,0.67,0.67,2.11,1.00,2.22,0.90,0.11,6.56,44.02,1.00,2.00,0.88,2.33,0.00,35.44,58.60,6.76,0.05,0.02,0.10,89.50,27.89,3.68,0.00,342.22,1.44,17.33,15.44,0.32,1.22,0.55,2.89,6.00,3.78,7.89,3.56,6.67,5.22,5.56,44.28,3.00,6.00,0.00
42013,4.00,"2,013.00",10.00,3.00,7.00,0.00,0.30,19.90,25.90,45.80,35.10,55.60,5.48,0.03,0.03,0.09,72.10,32.50,4.33,0.02,4.71,5.11,1.70,0.02,19.20,7.10,9.30,2.80,15.50,0.34,1.00,0.30,2.00,1.00,2.10,0.90,0.20,6.20,44.39,1.00,2.80,0.84,2.10,0.00,36.70,58.30,6.50,0.06,0.04,0.09,84.60,29.60,3.96,0.01,355.90,1.60,20.50,15.90,0.38,0.60,0.50,4.70,5.60,4.40,5.20,3.40,9.60,6.20,6.40,43.65,6.00,4.00,0.00
52013,5.00,"2,013.00",9.00,6.00,3.00,0.00,0.67,23.78,12.78,36.56,30.11,62.70,6.50,0.05,0.03,0.09,88.30,32.44,3.94,0.04,4.95,4.82,1.44,0.02,21.78,8.22,11.22,2.33,13.00,0.46,0.78,0.71,2.78,1.00,1.56,0.93,0.00,4.11,46.08,1.00,0.78,0.89,1.78,0.22,33.89,65.90,5.94,0.02,0.04,0.10,74.60,21.67,3.78,0.01,283.33,2.33,16.00,12.78,0.34,0.78,0.14,4.22,7.22,6.11,6.22,0.89,3.78,3.33,4.78,43.44,4.00,5.00,0.00
62013,6.00,"2,013.00",9.00,5.00,4.00,0.00,0.56,28.78,27.44,56.22,37.22,62.40,7.03,0.05,0.02,0.04,91.50,24.56,4.52,0.02,5.88,6.13,1.33,0.02,20.56,5.78,13.33,1.44,12.67,0.38,1.00,0.67,3.33,0.96,1.89,0.94,0.44,4.44,42.18,1.00,3.11,0.94,1.89,0.00,31.67,63.90,7.89,0.05,0.04,0.05,88.40,28.67,4.52,0.04,379.22,2.22,20.56,12.11,0.41,0.56,0.60,8.00,7.89,4.00,8.89,5.56,11.11,6.78,4.00,46.44,6.00,3.00,0.00
72013,7.00,"2,013.00",10.00,6.00,4.00,0.00,0.60,23.40,18.60,42.00,38.30,62.40,7.06,0.05,0.03,0.07,86.70,28.80,3.75,0.02,5.43,4.68,2.00,0.02,20.90,5.90,13.50,1.50,14.60,0.41,1.30,0.54,2.70,0.96,1.70,0.76,0.00,4.60,43.76,1.00,1.90,0.81,1.70,0.10,37.30,59.00,5.61,0.03,0.02,0.08,78.50,26.30,3.88,0.02,311.40,1.60,18.10,15.00,0.37,0.60,0.33,5.90,4.70,6.80,5.70,4.10,5.80,4.10,4.10,43.20,5.00,4.00,1.00
82013,8.00,"2,013.00",9.00,4.00,5.00,0.00,0.44,19.11,21.89,41.00,41.00,56.40,5.74,0.04,0.02,0.08,79.80,22.22,3.67,0.00,4.76,4.51,1.33,0.02,18.33,4.22,12.44,1.67,15.33,0.33,2.11,0.53,2.11,1.00,1.67,0.87,0.00,5.67,45.47,1.00,2.33,0.78,1.56,0.00,39.00,60.10,5.58,0.04,0.02,0.09,82.40,27.56,3.56,0.04,315.67,1.22,20.22,15.67,0.46,0.67,0.50,2.67,9.00,3.33,4.11,5.56,4.44,5.00,6.89,41.83,5.00,4.00,0.00
92013,9.00,"2,013.00",10.00,5.00,5.00,0.00,0.50,27.40,25.80,53.20,37.00,64.60,6.78,0.06,0.02,0.06,98.30,19.90,3.87,0.02,5.55,6.19,1.10,0.02,19.00,3.90,13.30,1.80,11.60,0.33,0.00,,3.20,1.00,1.90,0.89,0.30,5.40,45.09,0.97,3.00,0.78,1.40,0.00,42.50,65.40,7.36,0.05,0.03,0.06,92.90,26.10,4.86,0.04,439.80,2.20,25.30,13.20,0.41,1.40,0.57,5.00,7.40,7.50,7.50,4.40,6.50,6.20,8.70,50.80,5.00,5.00,0.00
102013,10.00,"2,013.00",9.00,8.00,1.00,0.00,0.89,41.22,26.44,67.67,41.33,71.00,8.55,0.09,0.02,0.03,120.60,28.44,3.70,0.03,6.44,5.53,2.00,0.02,27.44,6.33,18.89,2.22,12.11,0.50,0.44,1.00,5.33,1.00,1.33,1.00,0.11,3.67,45.39,1.00,2.67,0.89,1.78,0.11,39.67,59.40,7.26,0.04,0.04,0.07,83.70,25.22,3.45,0.04,374.89,1.78,21.22,14.22,0.38,0.78,0.14,7.33,10.00,11.11,12.78,4.11,8.89,6.89,6.56,53.83,8.00,1.00,0.00
112013,11.00,"2,013.00",9.00,6.00,3.00,0.00,0.67,26.44,24.00,50.44,41.44,61.40,7.40,0.05,0.02,0.03,94.10,26.00,3.97,0.02,5.98,5.95,1.44,0.02,22.89,6.56,14.89,1.44,13.11,0.42,0.78,0.29,3.22,1.00,1.78,0.75,0.11,4.56,48.10,1.00,1.89,0.96,2.56,0.00,39.00,60.10,7.07,0.04,0.03,0.04,84.20,22.56,4.46,0.02,376.22,1.56,19.33,13.00,0.31,0.78,0.71,4.56,7.44,5.44,9.00,3.78,7.89,5.33,7.00,48.39,5.00,4.00,0.00
122013,12.00,"2,013.00",9.00,5.00,4.00,0.00,0.56,27.22,23.56,50.78,34.89,66.20,7.94,0.05,0.02,0.07,100.00,29.56,4.84,0.03,6.27,5.69,1.33,0.02,22.33,7.78,12.44,2.11,13.56,0.43,0.78,0.57,2.89,1.00,2.78,0.84,0.00,3.56,44.81,0.96,2.56,0.73,1.22,0.00,33.67,60.40,7.31,0.06,0.01,0.09,99.50,25.33,4.21,0.03,352.78,0.89,18.89,13.33,0.37,1.33,0.50,6.00,7.33,8.78,5.11,4.67,4.00,5.67,9.22,48.61,4.00,5.00,0.00
132013,13.00,"2,013.00",9.00,2.00,7.00,0.00,0.22,18.89,27.56,46.44,39.67,62.20,6.37,0.04,0.03,0.07,84.10,28.00,4.42,0.01,5.33,4.90,1.89,0.02,21.67,6.00,14.22,1.44,14.56,0.37,1.22,0.46,2.00,1.00,2.56,0.61,0.11,4.78,48.74,1.00,3.00,0.88,1.67,0.00,27.00,56.80,6.17,0.06,0.02,0.09,90.90,27.78,4.08,0.02,280.00,0.89,16.33,12.89,0.37,0.56,0.40,4.56,6.22,2.89,4.56,5.78,7.56,6.56,7.33,42.28,6.00,3.00,0.00
142013,14.00,"2,013.00",9.00,6.00,3.00,0.00,0.67,24.67,21.44,46.11,35.44,58.60,6.71,0.04,0.02,0.07,86.50,25.22,4.37,0.03,5.52,5.80,1.22,0.02,19.89,5.56,12.11,2.22,12.67,0.39,0.44,0.00,2.67,1.00,2.22,0.85,0.56,4.67,45.45,1.00,2.22,0.75,1.67,0.11,31.67,58.60,7.62,0.05,0.03,0.08,88.00,29.11,4.35,0.02,367.78,1.56,19.00,13.44,0.37,1.11,0.40,4.11,8.44,5.56,6.56,7.11,6.89,4.22,3.22,45.61,5.00,4.00,0.00
152013,15.00,"2,013.00",9.00,1.00,8.00,0.00,0.11,12.78,32.33,45.11,36.33,57.50,5.87,0.01,0.04,0.09,63.10,23.22,2.80,0.02,4.42,5.88,1.89,0.02,16.11,4.22,10.78,1.11,13.78,0.29,1.89,0.35,1.22,1.00,1.33,1.00,0.22,6.00,46.33,1.00,4.00,0.93,1.44,0.00,31.78,65.00,7.42,0.06,0.01,0.04,103.40,33.00,4.64,0.05,388.89,1.33,22.89,13.67,0.46,0.33,1.00,2.78,2.67,4.11,3.22,7.78,10.22,6.44,7.89,42.72,5.00,4.00,0.00
162013,16.00,"2,013.00",9.00,9.00,0.00,0.00,1.00,23.89,12.33,36.22,35.00,59.70,5.67,0.03,0.01,0.08,81.40,28.33,4.20,0.02,4.79,5.12,0.89,0.02,18.56,6.33,10.67,1.56,15.11,0.36,0.33,0.00,2.56,1.00,2.33,0.86,0.00,6.22,43.91,1.00,1.11,0.73,1.22,0.11,36.11,53.50,5.77,0.03,0.04,0.11,67.80,23.78,4.99,0.01,326.89,2.56,17.00,13.33,0.26,1.33,0.42,5.67,6.67,3.78,7.78,3.11,3.78,3.56,1.89,42.00,2.00,7.00,0.00
192013,19.00,"2,013.00",9.00,4.00,5.00,0.00,0.44,21.44,23.22,44.67,36.78,61.00,5.90,0.04,0.03,0.11,81.20,21.67,4.02,0.02,4.86,5.09,1.78,0.02,17.44,4.22,12.33,0.89,13.67,0.37,0.67,0.33,2.33,1.00,2.22,0.75,0.11,5.33,49.06,1.00,2.33,0.87,2.22,0.11,37.00,60.10,6.43,0.03,0.04,0.08,76.10,30.22,3.94,0.04,357.11,1.78,21.11,14.44,0.38,0.78,0.57,3.33,8.22,5.56,4.11,4.89,6.44,6.78,5.11,43.56,6.00,2.00,1.00
202013,20.00,"2,013.00",9.00,2.00,7.00,0.00,0.22,24.44,31.00,55.44,34.11,60.90,6.05,0.03,0.03,0.07,74.70,23.33,4.68,0.05,5.28,5.55,2.00,0.02,17.89,5.44,10.67,1.78,13.00,0.40,1.33,0.50,2.89,0.96,1.67,0.87,0.00,4.22,45.61,1.00,3.67,1.00,1.78,0.00,41.00,66.90,6.97,0.06,0.02,0.06,98.40,28.56,3.98,0.04,399.33,1.56,24.00,14.89,0.50,1.11,0.70,6.11,7.56,6.11,4.67,6.78,9.78,7.33,7.11,45.22,7.00,2.00,0.00
212013,21.00,"2,013.00",9.00,7.00,2.00,0.00,0.78,29.44,18.11,47.56,40.33,68.00,8.06,0.07,0.02,0.06,108.90,25.44,3.84,0.02,6.21,5.39,1.11,0.02,23.33,5.89,15.44,2.00,13.44,0.45,0.89,0.50,3.44,1.00,2.44,0.73,0.00,3.44,46.06,1.00,1.89,0.86,1.33,0.00,32.11,56.70,6.22,0.03,0.03,0.10,75.50,23.56,5.00,0.04,317.56,1.67,17.33,11.89,0.32,0.67,0.17,6.44,10.00,6.33,6.67,4.00,6.89,2.56,4.67,49.94,5.00,4.00,0.00
222013,22.00,"2,013.00",9.00,7.00,2.00,0.00,0.78,26.00,19.44,45.44,37.78,57.10,6.14,0.04,0.02,0.08,82.70,29.67,4.35,0.03,5.13,5.05,1.11,0.02,21.22,6.56,12.22,2.44,14.11,0.35,1.11,0.40,2.67,1.00,2.56,0.96,0.00,5.44,46.39,1.00,2.11,0.82,1.56,0.00,38.11,55.40,6.11,0.04,0.03,0.08,74.20,30.11,4.26,0.01,361.00,2.11,21.00,15.44,0.40,1.33,0.25,4.89,9.00,3.22,8.89,3.33,5.22,6.44,4.11,46.17,4.00,5.00,0.00
232013,23.00,"2,013.00",9.00,3.00,6.00,0.00,0.33,18.33,27.00,45.33,37.00,55.60,6.55,0.03,0.05,0.07,67.20,23.78,3.23,0.02,5.05,4.84,3.11,0.02,18.22,4.22,12.11,1.89,13.78,0.36,0.56,0.20,2.00,1.00,1.67,0.87,0.00,5.56,45.88,1.00,3.00,0.94,1.78,0.00,38.78,58.70,5.85,0.04,0.02,0.04,80.50,27.78,3.70,0.02,329.67,1.67,20.78,14.67,0.42,0.89,0.13,4.00,5.22,5.44,3.67,4.11,8.89,6.44,7.56,47.78,5.00,4.00,0.00
242013,24.00,"2,013.00",9.00,5.00,4.00,0.00,0.56,18.78,25.67,44.44,31.22,57.70,6.48,0.03,0.05,0.11,70.60,31.00,4.16,0.02,5.04,4.99,1.89,0.02,18.00,6.22,10.22,1.56,15.00,0.39,0.33,0.00,1.56,1.00,2.56,1.00,0.00,6.00,45.22,1.00,2.78,0.89,1.78,0.00,38.67,59.20,6.50,0.05,0.01,0.08,90.70,23.44,3.15,0.02,325.22,0.78,18.00,14.67,0.35,1.00,0.33,3.11,7.67,4.00,3.67,6.89,8.22,4.11,6.44,42.11,6.00,3.00,0.00
252013,25.00,"2,013.00",9.00,3.00,6.00,0.00,0.33,18.44,24.78,43.22,30.44,59.10,6.16,0.03,0.04,0.13,72.20,29.11,4.92,0.03,5.20,5.44,1.78,0.02,16.89,6.56,9.56,0.78,14.11,0.33,0.67,0.50,2.11,1.00,1.67,0.73,0.00,6.00,47.67,1.00,2.89,0.75,1.00,0.00,34.00,67.60,7.26,0.06,0.02,0.08,102.50,26.67,3.69,0.03,345.44,1.56,20.22,12.89,0.40,0.44,0.25,6.89,5.67,2.56,3.33,3.44,8.33,5.33,7.67,43.72,3.00,6.00,0.00
262013,26.00,"2,013.00",10.00,5.00,5.00,0.00,0.50,25.20,24.40,49.60,32.60,59.20,7.98,0.06,0.02,0.08,99.40,30.40,5.04,0.02,6.29,5.58,1.50,0.02,21.30,7.90,11.80,1.60,13.60,0.40,0.50,0.40,2.90,1.00,2.10,0.76,0.10,5.20,43.92,1.00,2.50,0.84,2.10,0.00,44.90,62.10,6.83,0.03,0.03,0.04,83.60,27.80,3.97,0.03,417.00,1.70,24.20,14.90,0.40,1.00,0.30,4.80,7.80,6.80,5.80,5.30,5.90,6.30,6.90,50.50,6.00,4.00,0.00
272013,27.00,"2,013.00",9.00,3.00,6.00,0.00,0.33,19.89,24.22,44.11,37.67,64.60,6.81,0.04,0.03,0.11,87.70,22.22,3.63,0.01,5.28,5.23,2.00,0.02,19.33,4.56,13.11,1.67,13.78,0.39,0.56,0.40,1.89,1.00,2.33,0.90,0.11,4.67,42.38,0.96,2.56,0.94,1.89,0.00,31.00,60.90,6.49,0.04,0.02,0.06,85.80,30.00,4.24,0.04,328.56,0.78,18.78,13.67,0.38,0.67,0.67,2.11,6.11,5.33,6.33,7.11,6.33,3.33,7.44,41.17,3.00,6.00,0.00
332013,33.00,"2,013.00",9.00,4.00,5.00,0.00,0.44,23.56,22.44,46.00,36.00,71.60,8.02,0.06,0.02,0.05,105.90,28.00,3.81,0.01,6.01,6.46,1.33,0.02,24.00,5.67,15.78,2.56,12.44,0.47,0.44,0.75,2.56,1.00,2.22,0.85,0.00,3.67,44.00,1.00,2.44,0.70,1.56,0.00,34.78,68.40,8.07,0.04,0.01,0.07,104.50,24.00,4.77,0.03,395.33,0.67,20.89,11.67,0.42,0.78,0.43,3.44,7.78,4.89,7.44,3.78,7.56,4.56,5.89,47.94,4.00,5.00,0.00
282013,28.00,"2,013.00",10.00,9.00,1.00,0.00,0.90,26.50,15.90,42.40,26.50,64.20,7.87,0.07,0.02,0.11,104.30,33.00,4.65,0.03,5.81,4.61,1.50,0.02,20.40,8.30,10.10,2.00,12.80,0.40,0.80,0.50,2.80,1.00,2.30,0.96,0.10,4.00,42.58,1.00,1.30,0.94,1.60,0.00,33.20,59.30,5.36,0.03,0.04,0.09,70.40,26.40,4.20,0.02,289.00,2.20,19.30,13.40,0.38,0.80,0.50,3.20,8.30,7.00,7.40,1.30,7.80,3.50,3.30,42.50,5.00,5.00,0.00
292013,29.00,"2,013.00",9.00,6.00,3.00,0.00,0.67,25.22,17.22,42.44,24.56,56.60,7.08,0.04,0.03,0.10,83.30,32.67,4.52,0.07,5.40,4.86,1.56,0.02,17.67,8.22,8.11,1.33,13.33,0.38,0.89,0.75,3.00,1.00,1.67,0.80,0.00,5.22,48.62,1.00,1.78,0.75,1.00,0.11,35.78,56.50,5.92,0.03,0.03,0.06,73.10,27.22,3.86,0.03,316.78,2.00,18.00,14.33,0.34,1.22,0.55,6.00,8.67,3.78,6.78,2.67,3.56,3.67,7.33,43.00,5.00,4.00,0.00
342013,34.00,"2,013.00",10.00,4.00,6.00,0.00,0.40,22.40,23.40,45.80,34.90,58.70,6.22,0.05,0.02,0.07,87.80,26.10,3.81,0.01,4.99,5.73,1.40,0.02,18.30,4.90,11.30,2.10,13.90,0.34,1.30,0.39,2.50,1.00,1.70,0.88,0.20,5.30,45.64,1.00,2.80,0.71,1.00,0.00,30.90,65.70,7.68,0.05,0.04,0.10,93.00,27.30,4.19,0.04,351.80,1.90,19.80,12.30,0.38,0.80,0.38,2.90,7.10,6.50,5.90,4.80,6.40,6.30,5.90,43.20,8.00,2.00,0.00
