112018,11.00,"2,018.00",9.00,3.00,6.00,0.00,0.33,22.44,27.11,49.56,37.44,66.20,6.58,0.05,0.03,0.09,91.60,23.33,4.33,0.01,5.43,6.26,1.56,0.02,21.44,5.44,13.89,2.11,12.78,0.38,1.33,0.67,2.44,1.00,2.22,0.85,0.33,3.67,44.61,0.89,2.67,0.63,1.33,0.00,28.00,69.00,8.19,0.08,0.01,0.10,116.80,27.11,4.89,0.03,362.11,0.89,20.56,10.78,0.39,1.11,0.70,5.78,5.78,3.22,7.67,3.67,9.33,9.78,4.33,47.56,6.00,3.00,0.00
122018,12.00,"2,018.00",9.00,4.00,4.00,1.00,0.50,24.78,24.00,48.78,40.33,60.90,7.13,0.05,0.01,0.07,98.20,22.33,5.17,0.02,6.14,5.49,1.22,0.02,21.78,6.89,13.78,1.11,12.67,0.40,1.22,0.36,2.67,0.91,2.67,0.79,0.22,3.78,43.24,1.00,2.33,0.79,1.67,0.11,32.67,61.90,6.89,0.05,0.02,0.11,92.90,26.89,4.50,0.04,345.89,1.22,19.89,13.67,0.37,0.89,0.50,5.22,5.56,7.11,6.89,7.33,7.56,2.67,6.44,48.56,5.00,4.00,0.00
132018,13.00,"2,018.00",9.00,6.00,3.00,0.00,0.67,24.00,20.44,44.44,31.78,64.70,7.83,0.06,0.02,0.10,100.40,30.44,3.95,0.01,5.63,5.16,1.22,0.02,20.22,5.56,12.78,1.89,13.22,0.39,0.78,0.57,2.56,0.95,2.44,0.86,0.11,4.78,44.51,1.00,1.89,0.89,1.89,0.00,36.89,64.80,6.60,0.05,0.02,0.07,92.90,25.78,3.60,0.01,336.33,1.67,18.33,14.89,0.40,1.00,0.67,5.22,6.22,4.89,6.67,5.67,4.44,5.22,4.78,44.72,3.00,6.00,0.00
142018,14.00,"2,018.00",9.00,4.00,5.00,0.00,0.44,28.89,26.56,55.44,41.33,66.10,6.44,0.07,0.02,0.03,98.10,24.89,4.56,0.01,5.64,5.72,1.56,0.02,22.22,5.89,14.22,2.11,14.00,0.52,1.00,0.44,3.44,0.92,1.89,0.82,0.56,3.33,45.97,0.96,2.67,0.84,2.33,0.11,36.11,72.00,7.43,0.05,0.03,0.06,98.40,27.33,3.94,0.03,376.22,1.89,21.89,12.44,0.44,0.78,0.57,6.11,8.22,4.67,9.56,5.33,8.11,6.22,6.22,47.61,6.00,3.00,0.00
152018,15.00,"2,018.00",9.00,3.00,6.00,0.00,0.33,17.78,22.11,39.89,39.89,62.10,6.64,0.04,0.03,0.06,84.50,23.67,4.00,0.01,5.45,5.22,2.11,0.02,19.22,4.89,13.44,0.89,14.78,0.45,1.33,0.50,1.89,0.93,1.67,0.93,0.22,4.44,42.30,1.00,1.89,0.87,2.22,0.00,30.56,61.80,6.56,0.04,0.02,0.07,89.90,28.44,4.17,0.03,319.11,0.89,17.89,13.44,0.40,0.56,0.40,3.33,5.00,5.11,4.33,4.78,7.22,4.33,5.78,43.17,4.00,5.00,0.00
162018,16.00,"2,018.00",10.00,9.00,1.00,0.00,0.90,35.30,24.00,59.30,34.50,67.00,8.86,0.09,0.02,0.05,117.40,24.70,4.76,0.03,6.95,5.95,0.80,0.02,24.00,7.00,14.70,2.30,10.60,0.47,0.60,0.83,4.40,0.95,1.70,0.94,0.10,2.80,45.36,0.89,1.70,0.83,1.50,0.10,41.90,63.20,6.90,0.04,0.03,0.07,87.50,24.00,5.07,0.05,410.70,1.50,25.70,12.10,0.36,2.10,0.67,9.20,10.10,9.20,6.80,3.60,8.70,4.80,6.90,52.40,5.00,5.00,0.00
172018,17.00,"2,018.00",9.00,7.00,2.00,0.00,0.78,26.67,20.67,47.33,30.33,67.40,8.74,0.08,0.01,0.05,115.40,25.11,5.06,0.03,6.89,5.61,0.78,0.02,20.22,6.56,12.56,1.11,10.78,0.34,0.56,0.80,3.22,0.75,2.00,0.78,0.56,4.00,42.61,1.00,2.11,0.76,1.44,0.00,35.56,64.10,6.86,0.05,0.03,0.08,89.00,25.11,4.48,0.01,356.56,1.44,20.78,13.22,0.42,1.22,0.64,6.44,9.89,5.22,5.11,6.11,3.78,5.44,5.33,47.50,5.00,4.00,0.00
182018,18.00,"2,018.00",10.00,9.00,1.00,0.00,0.90,33.50,23.10,56.60,33.40,68.30,9.08,0.07,0.02,0.06,112.70,29.50,4.91,0.04,6.91,6.03,0.70,0.02,25.00,8.10,15.20,1.70,11.70,0.45,0.90,0.44,3.80,0.97,2.60,0.81,0.70,2.50,42.84,0.96,2.50,1.00,1.40,0.00,32.80,64.90,7.11,0.06,0.02,0.08,98.90,23.50,5.20,0.03,355.20,1.50,20.10,11.50,0.41,1.00,0.60,5.80,11.40,9.40,6.90,6.50,6.70,5.60,4.30,50.60,5.00,5.00,0.00
192018,19.00,"2,018.00",10.00,5.00,5.00,0.00,0.50,19.90,25.60,45.50,30.90,64.70,6.72,0.05,0.03,0.09,92.10,23.90,4.43,0.01,5.45,6.20,1.50,0.02,16.30,4.40,10.20,1.70,12.60,0.33,1.00,0.70,2.20,0.95,1.60,0.94,0.10,5.10,45.20,0.97,2.80,0.84,1.60,0.00,32.30,65.30,7.75,0.06,0.05,0.05,89.60,29.30,4.85,0.03,392.30,1.90,20.80,11.80,0.42,1.00,0.30,2.40,6.30,3.90,7.00,3.40,5.10,8.10,9.00,45.45,5.00,5.00,0.00
202018,20.00,"2,018.00",9.00,5.00,3.00,1.00,0.61,24.56,22.67,47.22,40.33,71.30,7.01,0.05,0.01,0.07,102.20,21.89,4.19,0.02,5.77,5.26,1.44,0.02,20.78,3.67,15.33,1.78,13.22,0.39,1.11,0.60,2.89,0.96,2.11,0.68,0.33,4.56,43.44,1.00,2.11,0.91,2.33,0.00,33.22,64.20,7.02,0.04,0.03,0.10,90.20,24.56,3.62,0.02,322.22,1.56,19.22,11.22,0.26,1.11,0.60,5.67,6.22,5.44,7.22,5.33,7.78,4.33,5.22,46.50,4.00,5.00,0.00
212018,21.00,"2,018.00",9.00,8.00,1.00,0.00,0.89,36.67,25.78,62.44,34.33,76.70,8.36,0.07,0.00,0.03,123.10,30.67,4.13,0.06,6.27,6.34,0.89,0.02,26.11,9.33,14.33,2.44,11.56,0.46,1.22,0.91,4.33,0.97,2.22,0.95,0.44,2.11,45.95,0.83,2.22,0.71,1.11,0.00,35.22,69.40,8.41,0.06,0.02,0.07,108.80,21.78,3.68,0.05,376.22,1.11,21.56,10.56,0.40,1.67,0.47,6.00,13.44,5.33,11.22,6.11,7.00,4.78,7.89,52.33,5.00,4.00,0.00
222018,22.00,"2,018.00",10.00,7.00,3.00,0.00,0.70,28.00,23.60,51.60,37.40,65.50,7.18,0.05,0.02,0.04,95.20,27.70,3.92,0.03,5.66,5.77,1.30,0.02,22.30,7.50,13.20,1.60,12.60,0.40,0.80,0.50,3.20,1.00,2.20,0.86,0.10,3.80,46.29,1.00,2.60,0.95,1.80,0.00,39.40,60.90,6.86,0.05,0.03,0.04,88.80,25.20,4.41,0.02,381.40,1.70,21.80,13.00,0.43,1.00,0.50,4.70,10.90,4.00,8.40,5.60,5.00,6.10,6.90,50.45,4.00,6.00,0.00
232018,23.00,"2,018.00",9.00,2.00,7.00,0.00,0.22,19.67,25.33,45.00,38.56,67.70,6.87,0.03,0.02,0.09,94.30,19.11,4.19,0.01,5.63,5.79,1.22,0.02,18.44,3.78,13.22,1.44,12.44,0.36,1.33,0.50,1.89,1.00,2.22,0.95,0.56,4.44,47.05,1.00,2.33,0.93,2.78,0.00,34.78,64.50,7.04,0.04,0.02,0.03,90.90,27.56,4.45,0.03,367.22,1.00,21.00,13.11,0.43,0.56,1.00,3.33,4.22,3.56,8.56,5.22,7.56,3.33,9.22,45.56,4.00,5.00,0.00
242018,24.00,"2,018.00",10.00,3.00,7.00,0.00,0.30,20.80,25.40,46.20,32.30,54.50,5.95,0.03,0.05,0.07,64.90,26.00,4.13,0.02,4.93,5.41,2.20,0.02,15.40,5.40,9.10,0.90,13.20,0.29,1.30,0.54,2.10,0.95,2.30,0.91,0.10,5.50,46.25,0.96,2.50,0.81,1.70,0.10,36.30,62.30,6.67,0.05,0.03,0.06,88.00,28.40,4.21,0.03,361.60,1.50,19.80,14.40,0.33,1.00,0.60,2.40,6.70,6.30,5.40,5.90,6.70,5.80,7.00,42.75,6.00,4.00,0.00
252018,25.00,"2,018.00",9.00,1.00,8.00,0.00,0.11,16.33,30.22,46.56,35.78,71.10,7.06,0.03,0.02,0.09,93.00,23.00,4.22,0.01,5.64,6.71,1.44,0.02,19.00,4.89,12.78,1.33,12.00,0.37,1.22,0.27,1.67,0.93,2.11,0.74,0.11,3.89,42.91,0.96,2.89,0.90,2.00,0.00,29.11,65.30,8.87,0.08,0.02,0.03,113.00,29.44,4.79,0.03,399.11,0.78,19.67,12.33,0.46,0.33,1.00,3.33,4.67,3.89,4.11,4.11,7.89,8.11,10.11,47.44,3.00,6.00,0.00
262018,26.00,"2,018.00",9.00,4.00,5.00,0.00,0.44,22.00,20.33,42.33,39.11,69.90,6.91,0.05,0.01,0.08,101.70,24.89,4.13,0.02,5.56,5.77,1.44,0.02,22.56,6.22,14.33,2.00,13.22,0.41,1.33,0.58,2.44,1.00,2.00,0.78,0.22,4.11,49.57,0.81,1.44,0.82,2.00,0.00,39.56,65.20,6.72,0.03,0.01,0.07,93.00,19.78,4.72,0.03,359.22,0.78,18.22,13.22,0.35,1.22,0.64,2.33,6.56,6.44,6.33,3.56,5.11,4.00,7.00,45.06,4.00,5.00,0.00
272018,27.00,"2,018.00",9.00,6.00,2.00,1.00,0.72,31.00,23.22,54.22,41.33,66.10,7.60,0.06,0.02,0.03,100.70,24.33,4.34,0.03,6.27,5.21,1.33,0.02,24.33,6.33,15.89,2.11,12.78,0.49,0.56,0.80,4.00,0.88,1.22,0.73,0.33,4.33,42.46,0.96,2.56,0.86,1.33,0.00,38.89,63.40,6.31,0.05,0.02,0.09,94.70,22.22,4.09,0.03,336.11,1.22,21.33,12.33,0.37,1.00,0.56,5.22,12.33,7.44,6.00,7.22,3.33,4.44,8.22,50.06,6.00,3.00,0.00
282018,28.00,"2,018.00",9.00,4.00,5.00,0.00,0.44,24.33,21.33,45.67,27.44,66.00,7.14,0.09,0.02,0.12,110.20,32.00,4.76,0.02,5.56,5.80,0.89,0.02,20.00,8.00,9.56,2.44,12.44,0.38,0.89,0.63,3.00,1.00,1.56,0.71,0.00,4.89,48.05,0.86,2.00,0.75,1.33,0.00,33.56,65.60,6.80,0.05,0.03,0.08,88.70,23.67,5.01,0.03,346.89,1.78,21.00,11.00,0.37,0.56,0.60,5.44,7.44,4.56,6.89,4.56,6.56,1.78,8.44,45.61,3.00,6.00,0.00
292018,29.00,"2,018.00",10.00,2.00,8.00,0.00,0.20,23.00,26.60,49.60,31.90,62.10,6.99,0.05,0.04,0.10,88.30,28.30,4.72,0.02,5.63,5.44,2.00,0.02,21.60,7.10,11.90,2.60,12.10,0.40,0.50,0.60,2.40,0.95,2.20,0.95,0.40,4.30,42.53,0.93,2.60,0.90,1.80,0.10,35.60,60.40,6.80,0.06,0.01,0.07,99.80,25.20,4.06,0.03,344.20,0.50,20.30,13.30,0.38,0.70,0.43,4.90,6.60,7.90,3.60,6.70,7.70,4.90,7.30,46.20,6.00,4.00,0.00
302018,30.00,"2,018.00",9.00,3.00,6.00,0.00,0.33,25.78,32.33,58.11,41.56,66.00,8.69,0.06,0.05,0.07,94.10,23.89,3.83,0.01,6.63,6.45,2.78,0.02,25.89,4.44,18.89,2.56,11.67,0.48,0.89,0.88,3.22,0.85,1.67,0.73,0.22,3.33,44.47,0.94,3.67,0.83,1.11,0.11,35.33,73.60,8.26,0.07,0.00,0.07,122.30,24.33,4.44,0.05,400.00,0.67,22.33,11.78,0.39,1.22,0.46,4.11,9.11,4.89,7.33,7.00,14.44,3.11,7.78,52.06,7.00,2.00,0.00
312018,31.00,"2,018.00",9.00,5.00,4.00,0.00,0.56,18.67,16.78,35.44,27.89,65.30,6.62,0.04,0.02,0.11,89.00,29.33,3.90,0.03,4.96,5.34,1.11,0.02,18.11,6.33,10.33,1.44,13.67,0.43,0.89,0.75,1.89,1.00,2.22,0.85,0.11,4.33,47.28,1.00,1.78,0.81,1.44,0.00,33.56,64.20,6.80,0.04,0.02,0.08,89.50,25.33,3.94,0.02,328.00,1.00,18.33,12.78,0.39,1.11,0.50,5.11,3.00,3.00,6.89,3.78,5.33,3.33,4.00,42.28,3.00,6.00,0.00
322018,32.00,"2,018.00",9.00,6.00,3.00,0.00,0.67,19.56,19.44,39.00,33.44,64.10,6.47,0.03,0.01,0.06,90.70,27.78,4.36,0.02,5.33,5.81,0.78,0.02,19.56,6.67,10.89,2.00,13.44,0.38,1.33,0.58,2.00,1.00,2.11,0.89,0.11,4.67,43.86,0.89,1.89,0.73,0.89,0.00,37.78,67.10,7.15,0.04,0.03,0.07,93.30,21.56,4.22,0.04,361.00,2.00,20.89,11.89,0.44,1.11,0.40,5.33,6.78,1.78,5.67,2.22,7.78,3.44,6.00,46.11,3.00,6.00,0.00
12017,1.00,"2,017.00",9.00,4.00,5.00,0.00,0.44,17.22,24.78,42.00,39.78,58.10,6.55,0.03,0.03,0.07,80.50,23.78,3.01,0.01,5.00,5.11,1.56,0.02,20.11,3.33,13.67,3.11,14.44,0.38,1.33,0.42,1.89,0.93,2.11,0.68,0.11,5.22,46.45,1.00,2.00,1.00,1.89,0.11,37.44,59.90,6.55,0.05,0.02,0.07,87.00,27.00,3.61,0.03,342.56,1.00,19.00,15.44,0.44,0.78,0.43,4.22,4.44,3.00,4.56,4.89,5.56,5.00,9.00,44.22,2.00,7.00,0.00
22017,2.00,"2,017.00",9.00,5.00,4.00,0.00,0.56,21.89,19.89,41.78,33.22,66.60,7.57,0.04,0.03,0.05,93.90,25.78,4.52,0.02,6.07,4.95,1.22,0.02,20.56,6.33,12.89,1.33,11.44,0.42,1.11,0.20,2.33,1.00,2.22,0.85,0.11,3.11,44.68,1.00,1.89,0.86,2.00,0.00,33.78,64.10,5.87,0.04,0.01,0.09,91.90,26.33,4.32,0.02,311.89,0.89,19.78,12.78,0.39,1.33,0.67,5.22,7.44,2.89,6.33,2.33,7.89,4.78,4.89,48.78,3.00,6.00,0.00
32017,3.00,"2,017.00",9.00,4.00,5.00,0.00,0.44,21.11,19.00,40.11,34.22,64.00,4.84,0.03,0.03,0.06,74.60,29.00,4.17,0.01,4.39,4.85,1.56,0.02,18.33,6.44,10.22,1.67,14.00,0.34,1.00,0.56,2.11,1.00,2.22,0.85,0.33,5.33,46.13,0.88,1.67,0.89,1.78,0.00,31.33,56.70,5.89,0.04,0.05,0.08,69.80,30.22,4.17,0.02,310.56,2.00,17.44,13.56,0.34,0.89,0.38,4.11,6.67,2.44,7.89,3.22,7.22,4.44,3.78,39.72,6.00,3.00,0.00
42017,4.00,"2,017.00",9.00,5.00,4.00,0.00,0.56,20.44,21.78,42.22,29.33,64.40,6.15,0.04,0.01,0.11,92.70,29.44,3.79,0.02,4.72,5.48,0.78,0.02,16.89,5.56,10.00,1.33,15.00,0.40,0.56,0.20,2.11,1.00,2.11,0.89,0.00,5.22,45.98,0.95,2.11,1.00,1.89,0.00,36.33,64.50,6.69,0.02,0.03,0.04,77.80,27.78,4.21,0.06,359.89,2.00,21.89,13.22,0.41,1.00,0.56,1.00,6.89,4.11,8.44,4.44,5.00,5.56,6.78,44.00,5.00,4.00,0.00
52017,5.00,"2,017.00",10.00,7.00,3.00,0.00,0.70,21.30,18.00,39.30,32.90,61.40,6.35,0.04,0.03,0.07,82.00,30.50,4.18,0.02,5.12,4.99,1.60,0.02,20.80,8.20,11.00,1.60,14.30,0.47,0.60,0.33,2.20,0.95,2.10,0.95,0.00,4.00,47.20,1.00,1.90,0.87,1.30,0.00,31.90,64.30,6.19,0.04,0.02,0.09,91.70,20.90,3.86,0.02,278.00,0.90,15.70,12.40,0.36,1.50,0.27,3.20,8.10,6.60,3.40,3.30,5.40,3.10,6.20,43.50,5.00,5.00,0.00
62017,6.00,"2,017.00",9.00,3.00,6.00,0.00,0.33,16.67,21.56,38.22,28.56,59.90,5.95,0.04,0.03,0.09,79.90,28.89,4.22,0.02,4.85,5.02,1.78,0.02,16.33,5.78,8.56,2.00,13.56,0.35,1.00,0.44,1.89,1.00,1.56,0.71,0.22,5.44,48.16,0.95,2.00,0.90,2.00,0.00,31.89,65.50,6.42,0.03,0.01,0.09,90.60,28.00,3.95,0.03,315.33,1.22,18.44,13.78,0.39,0.44,0.75,2.11,5.89,1.89,5.78,4.11,6.67,4.56,6.22,42.56,3.00,6.00,0.00
72017,7.00,"2,017.00",9.00,3.00,6.00,0.00,0.33,16.56,20.22,36.78,30.11,62.00,6.77,0.05,0.03,0.09,88.20,22.44,3.12,0.01,4.95,4.69,1.89,0.02,15.67,4.22,9.78,1.67,11.78,0.31,0.67,0.50,2.00,0.94,1.11,0.80,0.00,5.44,48.04,1.00,1.89,0.91,2.33,0.00,34.22,59.10,5.77,0.04,0.02,0.08,81.20,31.33,3.94,0.02,321.00,0.89,19.89,15.33,0.41,0.78,0.29,3.33,8.00,2.22,3.00,3.67,8.22,3.22,4.78,41.11,4.00,5.00,0.00
82017,8.00,"2,017.00",9.00,0.00,9.00,0.00,0.00,15.89,26.67,42.56,38.56,54.50,5.36,0.02,0.05,0.08,57.80,24.44,4.37,0.02,4.75,5.12,2.56,0.02,20.00,6.22,10.56,3.22,13.56,0.30,1.67,0.67,1.89,0.94,1.33,0.67,0.11,5.22,48.13,0.92,2.67,0.88,1.56,0.11,31.78,68.50,7.26,0.07,0.02,0.07,104.40,27.89,3.10,0.02,317.00,1.11,19.00,13.44,0.40,0.11,0.00,2.89,3.44,3.67,5.89,4.44,11.78,5.67,4.44,42.33,4.00,5.00,0.00
92017,9.00,"2,017.00",9.00,5.00,4.00,0.00,0.56,25.89,22.78,48.67,32.33,63.20,6.55,0.05,0.01,0.06,96.00,29.67,4.84,0.04,5.55,5.15,1.11,0.02,20.89,8.44,11.22,1.22,12.44,0.46,1.44,0.54,3.22,0.96,1.44,0.85,0.22,3.89,43.51,0.86,2.11,0.84,1.78,0.00,35.89,66.60,6.16,0.05,0.02,0.09,96.40,24.22,4.32,0.02,325.89,1.33,20.89,12.78,0.44,0.89,0.38,5.33,9.44,4.00,7.11,4.33,5.89,5.67,6.89,48.50,5.00,4.00,0.00
102017,10.00,"2,017.00",9.00,3.00,6.00,0.00,0.33,18.44,26.56,45.00,35.78,59.30,6.02,0.03,0.04,0.09,73.50,27.11,4.17,0.01,4.98,4.89,2.33,0.02,19.00,5.67,11.56,1.78,14.67,0.39,0.89,0.13,1.89,1.00,2.33,0.76,0.11,4.33,44.36,0.96,2.89,0.89,1.89,0.00,31.78,61.90,6.42,0.07,0.02,0.07,96.80,26.00,3.44,0.02,293.56,0.78,17.22,12.89,0.28,2.00,0.33,4.00,5.11,5.56,3.78,6.11,9.78,3.67,7.00,41.78,6.00,3.00,0.00
112017,11.00,"2,017.00",9.00,5.00,4.00,0.00,0.56,27.11,23.33,50.44,36.56,62.60,6.96,0.05,0.02,0.09,96.30,24.11,3.42,0.01,5.26,5.55,1.22,0.02,18.78,4.11,13.33,1.33,13.78,0.40,0.67,0.00,3.00,1.00,2.44,0.86,0.44,4.33,43.74,1.00,2.67,0.75,1.33,0.00,35.22,63.10,7.03,0.03,0.03,0.06,82.80,25.56,4.00,0.04,349.67,2.00,19.78,12.44,0.36,1.22,0.55,3.33,8.33,5.67,9.78,5.56,7.22,6.78,3.78,45.17,6.00,3.00,0.00
122017,12.00,"2,017.00",9.00,5.00,4.00,0.00,0.56,22.67,23.00,45.67,35.00,64.40,5.95,0.05,0.02,0.10,90.00,23.44,4.50,0.03,5.08,5.57,1.00,0.02,20.33,5.89,12.11,2.33,13.00,0.41,1.22,0.73,2.78,0.91,1.56,0.79,0.22,4.33,45.08,0.95,2.33,0.86,2.00,0.00,32.78,67.10,7.40,0.04,0.02,0.06,95.90,28.67,3.87,0.03,353.56,1.67,20.56,12.56,0.43,0.89,0.75,4.89,4.44,4.11,8.89,3.44,9.56,3.11,6.89,46.61,6.00,3.00,0.00
132017,13.00,"2,017.00",9.00,3.00,6.00,0.00,0.33,26.22,26.78,53.00,33.00,57.20,6.71,0.07,0.03,0.10,90.20,29.78,4.29,0.01,5.27,5.74,1.89,0.02,21.33,6.00,12.11,3.22,12.44,0.35,0.67,0.50,3.22,0.92,1.44,0.85,0.44,5.67,49.76,0.96,2.56,0.95,2.22,0.00,32.67,63.60,7.77,0.06,0.03,0.08,99.70,25.89,3.74,0.01,350.67,1.33,18.11,13.33,0.35,0.44,0.50,5.67,8.33,4.33,7.89,4.44,9.56,5.67,7.11,43.28,5.00,4.00,0.00
142017,14.00,"2,017.00",10.00,3.00,7.00,0.00,0.30,17.90,28.00,45.90,31.20,60.30,6.57,0.03,0.02,0.13,83.30,27.30,3.51,0.03,4.82,5.99,1.20,0.02,16.70,5.40,9.70,1.60,14.40,0.38,0.60,0.00,1.80,0.88,1.90,0.95,0.10,5.80,44.83,0.97,2.80,0.80,2.00,0.10,34.80,60.10,7.89,0.04,0.02,0.05,91.30,27.70,4.02,0.04,385.80,1.40,20.80,13.60,0.42,0.70,0.57,3.50,7.30,4.00,2.80,3.90,7.00,5.80,11.00,43.55,6.00,4.00,0.00
