Rk,Tm▲,Year,G,W,L,T,W-L%,PF/Game,PA/Game,PC/Game,Att/game,Cmp%,yds/att,td/att,int/att,SK/ATT,Rate,Att/Game,Y/A,TD?att,Y/P,DY/P,TO/Game,Top/Game,1stD/game,Rsh1st/Game,Pass1st/game,Pen1st/game,3d/Game,3D%,4datt/game,4D%,TD/game,XP%,FGA/G,FG%,2PA/G,Pnt/Game,Y/P,OXP%,OXPM%G,OFG%,OFGM/G,OSFTG/G,OPATT/G,Cmp%,OYDS/ATT,OTD/ATT,O INT/ATT,OSK/ATT,Rate,OATT/Game,Y/A,Otd/ATT,OTOT?game,OTO/Game,Opp1stD,Opp3DConv,Opp3D%,Opp4DConv,Opp4D%,Q1/Game,Q2.game,Q3 game,Q4 game,OQ1,OQ2,OQ3,OQ4,OVER UNDER/ GAME,OU Result,,,60,COMPUTATION STATS -->,Q1,Q2,Q3,Q4,OQ1,OQ2,OQ3,OQ4,Over/Under,Opp4DAtt,Opp3DAtt,1stDOpp,Yds,TD,Int,Sk,Att,TD,TO,Tot,FGM,2PA,Pnt,XPA,XPM,Att,Md,Att,Sfty,4DAtt,Pass,Pen,3DAtt,TD,XPA,XPM,FGA,TO,Att,Rsh,ToP,1stD,TD,,Sk,PA,TD,PF,Cmp,PD,PC,Att,Yds,Int,,,,
NOR2018,NOR,2018,9.00,8.00,1.00,0.00,0.89,36.67,25.78,62.44,34.33,76.70,8.36,0.07,0.00,0.03,123.10,30.67,4.13,0.06,6.27,6.34,0.89,0.02,26.11,9.33,14.33,2.44,11.56,0.46,1.22,0.91,4.33,0.97,2.22,0.95,0.44,2.11,45.95,0.83,2.22,0.71,1.11,0.00,35.22,69.40,8.41,0.06,0.02,0.07,108.80,21.78,3.68,0.05,376.22,1.11,21.56,10.56,0.40,1.67,0.47,6.00,13.44,5.33,11.22,6.11,7.00,4.78,7.89,52.33,5.00,4.00,0.00,NOR,,54,121,48,101,55,63,43,71,471,15,95,194,2665,19,6,21,196,9,10,3386,19,4,19,24,20,14,10,317,0,11,129,22,104,39,34,33,20,8,276,84,4:58:09,235,17,,9,232,21,330,237,98,562,309,2584,1,,,,
NWE2018,NWE,2018,10.00,7.00,3.00,0.00,0.70,28.00,23.60,51.60,37.40,65.50,7.18,0.05,0.02,0.04,95.20,27.70,3.92,0.03,5.66,5.77,1.30,0.02,22.30,7.50,13.20,1.60,12.60,0.40,0.80,0.50,3.20,1.00,2.20,0.86,0.10,3.80,46.29,1.00,2.60,0.95,1.80,0.00,39.40,60.90,6.86,0.05,0.03,0.04,88.80,25.20,4.41,0.02,381.40,1.70,21.80,13.00,0.43,1.00,0.50,4.70,10.90,4.00,8.40,5.60,5.00,6.10,6.90,50.45,4.00,6.00,0.00,40,,47,109,40,84,56,50,61,69,504.5,10,130,218,2703,21,11,15,252,5,17,3814,19,1,38,26,26,19,18,394,0,8,132,16,126,32,31,31,22,13,277,75,4:57:24,223,12,,16,236,17,280,245,44,516,374,2687,7,,,,
NYG2018,NYG,2018,9.00,2.00,7.00,0.00,0.22,19.67,25.33,45.00,38.56,67.70,6.87,0.03,0.02,0.09,94.30,19.11,4.19,0.01,5.63,5.79,1.22,0.02,18.44,3.78,13.22,1.44,12.44,0.36,1.33,0.50,1.89,1.00,2.22,0.95,0.56,4.44,47.05,1.00,2.33,0.93,2.78,0.00,34.78,64.50,7.04,0.04,0.02,0.03,90.90,27.56,4.45,0.03,367.22,1.00,21.00,13.11,0.43,0.56,1.00,3.33,4.22,3.56,8.56,5.22,7.56,3.33,9.22,45.56,4.00,5.00,0.00,48,,30,38,32,77,47,68,30,83,410,5,118,189,2202,12,6,10,248,8,9,3305,19,5,40,21,21,27,25,313,0,12,119,13,112,17,12,12,20,11,172,34,4:19:05,166,5,,32,228,12,177,235,-51,405,347,2383,6,,,,
NYJ2018,NYJ,2018,10.00,3.00,7.00,0.00,0.30,20.80,25.40,46.20,32.30,54.50,5.95,0.03,0.05,0.07,64.90,26.00,4.13,0.02,4.93,5.41,2.20,0.02,15.40,5.40,9.10,0.90,13.20,0.29,1.30,0.54,2.10,0.95,2.30,0.91,0.10,5.50,46.25,0.96,2.50,0.81,1.70,0.10,36.30,62.30,6.67,0.05,0.03,0.06,88.00,28.40,4.21,0.03,361.60,1.50,19.80,14.40,0.33,1.00,0.60,2.40,6.70,6.30,5.40,5.90,6.70,5.80,7.00,42.75,6.00,4.00,0.00,48,,24,67,63,54,59,67,58,70,427.5,10,144,198,2421,17,10,22,284,9,15,3616,21,1,55,26,25,21,17,363,1,13,91,9,132,21,20,19,23,22,260,54,4:49:28,154,7,,24,254,11,208,176,-46,462,323,1921,16,,,,
OAK2018,OAK,2018,9.00,1.00,8.00,0.00,0.11,16.33,30.22,46.56,35.78,71.10,7.06,0.03,0.02,0.09,93.00,23.00,4.22,0.01,5.64,6.71,1.44,0.02,19.00,4.89,12.78,1.33,12.00,0.37,1.22,0.27,1.67,0.93,2.11,0.74,0.11,3.89,42.91,0.96,2.89,0.90,2.00,0.00,29.11,65.30,8.87,0.08,0.02,0.03,113.00,29.44,4.79,0.03,399.11,0.78,19.67,12.33,0.46,0.33,1.00,3.33,4.67,3.89,4.11,4.11,7.89,8.11,10.11,47.44,3.00,6.00,0.00,OAK,,30,42,35,37,37,71,73,91,427,3,111,177,2323,21,5,8,265,9,7,3592,14,1,35,27,26,20,18,262,0,11,115,12,108,15,14,13,19,13,207,44,4:39:49,171,4,,29,272,10,147,229,-125,419,322,2273,8,,,,
PHI2018,PHI,2018,9.00,4.00,5.00,0.00,0.44,22.00,20.33,42.33,39.11,69.90,6.91,0.05,0.01,0.08,101.70,24.89,4.13,0.02,5.56,5.77,1.44,0.02,22.56,6.22,14.33,2.00,13.22,0.41,1.33,0.58,2.44,1.00,2.00,0.78,0.22,4.11,49.57,0.81,1.44,0.82,2.00,0.00,39.56,65.20,6.72,0.03,0.01,0.07,93.00,19.78,4.72,0.03,359.22,0.78,18.22,13.22,0.35,1.22,0.64,2.33,6.56,6.44,6.33,3.56,5.11,4.00,7.00,45.06,4.00,5.00,0.00,PHI,,21,59,58,57,32,46,36,63,405.5,11,119,164,2392,12,4,26,178,6,7,3233,14,2,37,16,13,22,18,356,0,12,129,18,119,22,20,20,18,13,224,56,4:56:42,203,6,,28,183,16,198,246,15,381,352,2432,4,,,,
PIT2018,PIT,2018,9.00,6.00,2.00,1.00,0.72,31.00,23.22,54.22,41.33,66.10,7.60,0.06,0.02,0.03,100.70,24.33,4.34,0.03,6.27,5.21,1.33,0.02,24.33,6.33,15.89,2.11,12.78,0.49,0.56,0.80,4.00,0.88,1.22,0.73,0.33,4.33,42.46,0.96,2.56,0.86,1.33,0.00,38.89,63.40,6.31,0.05,0.02,0.09,94.70,22.22,4.09,0.03,336.11,1.22,21.33,12.33,0.37,1.00,0.56,5.22,12.33,7.44,6.00,7.22,3.33,4.44,8.22,50.06,6.00,3.00,0.00,PIT,,47,111,67,54,65,30,40,74,450.5,9,111,192,2208,19,6,31,200,6,11,3025,8,3,39,24,23,14,12,350,0,5,143,19,115,36,33,29,11,12,219,57,4:46:01,219,12,,12,209,21,279,246,70,488,372,2828,7,,,,
SEA2018,SEA,2018,9.00,4.00,5.00,0.00,0.44,24.33,21.33,45.67,27.44,66.00,7.14,0.09,0.02,0.12,110.20,32.00,4.76,0.02,5.56,5.80,0.89,0.02,20.00,8.00,9.56,2.44,12.44,0.38,0.89,0.63,3.00,1.00,1.56,0.71,0.00,4.89,48.05,0.86,2.00,0.75,1.33,0.00,33.56,65.60,6.80,0.05,0.03,0.08,88.70,23.67,5.01,0.03,346.89,1.78,21.00,11.00,0.37,0.56,0.60,5.44,7.44,4.56,6.89,4.56,6.56,1.78,8.44,45.61,3.00,6.00,0.00,SEA,,49,67,41,62,41,59,16,76,410.5,5,99,189,2055,14,10,23,213,7,16,3122,10,0,44,21,18,16,12,302,0,8,86,22,112,27,27,27,14,8,288,72,4:38:07,180,6,,29,192,21,219,163,27,411,247,1763,5,,,,
SFO2018,SFO,2018,10.00,2.00,8.00,0.00,0.20,23.00,26.60,49.60,31.90,62.10,6.99,0.05,0.04,0.10,88.30,28.30,4.72,0.02,5.63,5.44,2.00,0.02,21.60,7.10,11.90,2.60,12.10,0.40,0.50,0.60,2.40,0.95,2.20,0.95,0.40,4.30,42.53,0.93,2.60,0.90,1.80,0.10,35.60,60.40,6.80,0.06,0.01,0.07,99.80,25.20,4.06,0.03,344.20,0.50,20.30,13.30,0.38,0.70,0.43,4.90,6.60,7.90,3.60,6.70,7.70,4.90,7.30,46.20,6.00,4.00,0.00,SFO,,49,66,79,36,67,77,49,73,462,7,133,203,2420,21,2,25,252,7,5,3442,21,4,43,28,26,20,18,356,1,5,119,26,121,24,20,19,22,20,283,71,5:07:18,216,6,,31,266,17,230,198,-36,496,319,2229,12,,,,
TAM2018,TAM,2018,9.00,3.00,6.00,0.00,0.33,25.78,32.33,58.11,41.56,66.00,8.69,0.06,0.05,0.07,94.10,23.89,3.83,0.01,6.63,6.45,2.78,0.02,25.89,4.44,18.89,2.56,11.67,0.48,0.89,0.88,3.22,0.85,1.67,0.73,0.22,3.33,44.47,0.94,3.67,0.83,1.11,0.11,35.33,73.60,8.26,0.07,0.00,0.07,122.30,24.33,4.44,0.05,400.00,0.67,22.33,11.78,0.39,1.22,0.46,4.11,9.11,4.89,7.33,7.00,14.44,3.11,7.78,52.06,7.00,2.00,0.00,TAM,,37,82,44,66,63,130,28,70,468.5,11,106,201,2627,23,1,21,219,12,6,3600,11,2,30,35,33,12,10,318,1,8,170,23,105,29,27,23,15,25,215,40,4:40:18,233,5,,26,291,23,232,247,-59,523,374,3251,19,,,,
TEN2018,TEN,2018,9.00,5.00,4.00,0.00,0.56,18.67,16.78,35.44,27.89,65.30,6.62,0.04,0.02,0.11,89.00,29.33,3.90,0.03,4.96,5.34,1.11,0.02,18.11,6.33,10.33,1.44,13.67,0.43,0.89,0.75,1.89,1.00,2.22,0.85,0.11,4.33,47.28,1.00,1.78,0.81,1.44,0.00,33.56,64.20,6.80,0.04,0.02,0.08,89.50,25.33,3.94,0.02,328.00,1.00,18.33,12.78,0.39,1.11,0.50,5.11,3.00,3.00,6.89,3.78,5.33,3.33,4.00,42.28,3.00,6.00,0.00,TEN,,46,27,27,62,34,48,30,36,380.5,10,115,165,2054,11,6,23,228,4,9,2952,17,1,39,16,16,16,13,302,0,8,93,13,123,17,15,15,20,10,264,57,4:39:37,163,7,,28,151,9,168,164,17,319,251,1661,6,,,,
WAS2018,WAS,2018,9.00,6.00,3.00,0.00,0.67,19.56,19.44,39.00,33.44,64.10,6.47,0.03,0.01,0.06,90.70,27.78,4.36,0.02,5.33,5.81,0.78,0.02,19.56,6.67,10.89,2.00,13.44,0.38,1.33,0.58,2.00,1.00,2.11,0.89,0.11,4.67,43.86,0.89,1.89,0.73,0.89,0.00,37.78,67.10,7.15,0.04,0.03,0.07,93.30,21.56,4.22,0.04,361.00,2.00,20.89,11.89,0.44,1.11,0.40,5.33,6.78,1.78,5.67,2.22,7.78,3.44,6.00,46.11,3.00,6.00,0.00,WAS,,48,61,16,51,20,70,31,54,415,10,107,188,2431,15,9,25,194,7,18,3249,17,1,42,19,17,11,8,340,0,12,98,18,121,18,17,17,19,7,250,60,4:43:05,176,7,,19,175,10,176,193,1,351,301,1946,3,,,,
ARI2017,ARI,2017,9.00,4.00,5.00,0.00,0.44,17.22,24.78,42.00,39.78,58.10,6.55,0.03,0.03,0.07,80.50,23.78,3.01,0.01,5.00,5.11,1.56,0.02,20.11,3.33,13.67,3.11,14.44,0.38,1.33,0.42,1.89,0.93,2.11,0.68,0.11,5.22,46.45,1.00,2.00,1.00,1.89,0.11,37.44,59.90,6.55,0.05,0.02,0.07,87.00,27.00,3.61,0.03,342.56,1.00,19.00,15.44,0.44,0.78,0.43,4.22,4.44,3.00,4.56,4.89,5.56,5.00,9.00,44.22,2.00,7.00,0.00,ARI,,38,40,27,41,44,50,45,81,398,7,139,171,2206,16,8,23,243,7,9,3083,13,1,47,18,18,17,17,337,1,12,123,28,130,17,15,14,19,14,214,30,4:31:03,181,4,,26,223,12,155,208,-68,378,358,2345,9,,,,
ATL2017,ATL,2017,9.00,5.00,4.00,0.00,0.56,21.89,19.89,41.78,33.22,66.60,7.57,0.04,0.03,0.05,93.90,25.78,4.52,0.02,6.07,4.95,1.22,0.02,20.56,6.33,12.89,1.33,11.44,0.42,1.11,0.20,2.33,1.00,2.22,0.85,0.11,3.11,44.68,1.00,1.89,0.86,2.00,0.00,33.78,64.10,5.87,0.04,0.01,0.09,91.90,26.33,4.32,0.02,311.89,0.89,19.78,12.78,0.39,1.33,0.67,5.22,7.44,2.89,6.33,2.33,7.89,4.78,4.89,48.78,3.00,6.00,0.00,55,,47,67,26,57,21,71,43,44,439,12,115,178,1784,11,2,26,237,5,8,2807,17,1,28,17,17,21,18,304,0,10,116,12,103,21,20,20,20,11,232,57,4:22:05,185,7,,15,179,13,197,199,18,376,299,2264,8,,,,
BAL2017,BAL,2017,9.00,4.00,5.00,0.00,0.44,21.11,19.00,40.11,34.22,64.00,4.84,0.03,0.03,0.06,74.60,29.00,4.17,0.01,4.39,4.85,1.56,0.02,18.33,6.44,10.22,1.67,14.00,0.34,1.00,0.56,2.11,1.00,2.22,0.85,0.33,5.33,46.13,0.88,1.67,0.89,1.78,0.00,31.33,56.70,5.89,0.04,0.05,0.08,69.80,30.22,4.17,0.02,310.56,2.00,17.44,13.56,0.34,0.89,0.38,4.11,6.67,2.44,7.89,3.22,7.22,4.44,3.78,39.72,6.00,3.00,0.00,45,,37,60,22,71,29,65,40,34,357.5,8,122,157,1662,11,13,22,272,6,18,2795,17,3,48,17,15,18,16,282,0,9,92,15,126,19,17,17,20,14,261,58,4:34:19,165,4,,19,171,10,190,197,19,361,308,1491,10,,,,
BUF2017,BUF,2017,9.00,5.00,4.00,0.00,0.56,20.44,21.78,42.22,29.33,64.40,6.15,0.04,0.01,0.11,92.70,29.44,3.79,0.02,4.72,5.48,0.78,0.02,16.89,5.56,10.00,1.33,15.00,0.40,0.56,0.20,2.11,1.00,2.11,0.89,0.00,5.22,45.98,0.95,2.11,1.00,1.89,0.00,36.33,64.50,6.69,0.02,0.03,0.04,77.80,27.78,4.21,0.06,359.89,2.00,21.89,13.22,0.41,1.00,0.56,1.00,6.89,4.11,8.44,4.44,5.00,5.56,6.78,44.00,5.00,4.00,0.00,39,,9,62,37,76,40,45,50,61,396,9,119,197,2186,7,11,14,250,14,18,3239,17,0,47,20,19,17,17,327,0,5,90,12,135,19,19,19,19,7,265,50,4:10:55,152,6,,28,196,11,184,170,-12,380,264,1624,3,,,,
CAR2017,CAR,2017,10.00,7.00,3.00,0.00,0.70,21.30,18.00,39.30,32.90,61.40,6.35,0.04,0.03,0.07,82.00,30.50,4.18,0.02,5.12,4.99,1.60,0.02,20.80,8.20,11.00,1.60,14.30,0.47,0.60,0.33,2.20,0.95,2.10,0.95,0.00,4.00,47.20,1.00,1.90,0.87,1.30,0.00,31.90,64.30,6.19,0.04,0.02,0.09,91.70,20.90,3.86,0.02,278.00,0.90,15.70,12.40,0.36,1.50,0.27,3.20,8.10,6.60,3.40,3.30,5.40,3.10,6.20,43.50,5.00,5.00,0.00,CAR,,32,81,66,34,33,54,31,62,435,15,124,157,1974,14,5,29,209,4,9,2780,20,0,40,19,19,15,13,319,0,6,110,16,143,22,22,21,21,16,305,82,5:37:04,208,8,,23,180,14,213,202,33,393,329,2090,11,,,,
CHI2017,CHI,2017,9.00,3.00,6.00,0.00,0.33,16.67,21.56,38.22,28.56,59.90,5.95,0.04,0.03,0.09,79.90,28.89,4.22,0.02,4.85,5.02,1.78,0.02,16.33,5.78,8.56,2.00,13.56,0.35,1.00,0.44,1.89,1.00,1.56,0.71,0.22,5.44,48.16,0.95,2.00,0.90,2.00,0.00,31.89,65.50,6.42,0.03,0.01,0.09,90.60,28.00,3.95,0.03,315.33,1.22,18.44,13.78,0.39,0.44,0.75,2.11,5.89,1.89,5.78,4.11,6.67,4.56,6.22,42.56,3.00,6.00,0.00,40,,19,53,17,52,37,60,41,56,383,4,124,166,1843,9,4,26,252,8,11,2838,10,2,49,19,18,20,18,287,0,9,77,18,122,17,14,14,14,16,260,52,4:23:35,147,5,,24,194,9,150,154,-44,344,257,1528,7,,,,
CIN2017,CIN,2017,9.00,3.00,6.00,0.00,0.33,16.56,20.22,36.78,30.11,62.00,6.77,0.05,0.03,0.09,88.20,22.44,3.12,0.01,4.95,4.69,1.89,0.02,15.67,4.22,9.78,1.67,11.78,0.31,0.67,0.50,2.00,0.94,1.11,0.80,0.00,5.44,48.04,1.00,1.89,0.91,2.33,0.00,34.22,59.10,5.77,0.04,0.02,0.08,81.20,31.33,3.94,0.02,321.00,0.89,19.89,15.33,0.41,0.78,0.29,3.33,8.00,2.22,3.00,3.67,8.22,3.22,4.78,41.11,4.00,5.00,0.00,45,,30,72,20,27,33,74,29,43,370,7,138,179,1777,11,6,26,282,5,8,2889,8,0,49,17,17,23,21,308,0,6,88,15,106,18,18,17,10,17,202,38,4:04:14,141,3,,25,182,13,149,168,-33,331,271,1835,8,,,,
CLE2017,CLE,2017,9.00,0.00,9.00,0.00,0.00,15.89,26.67,42.56,38.56,54.50,5.36,0.02,0.05,0.08,57.80,24.44,4.37,0.02,4.75,5.12,2.56,0.02,20.00,6.22,10.56,3.22,13.56,0.30,1.67,0.67,1.89,0.94,1.33,0.67,0.11,5.22,48.13,0.92,2.67,0.88,1.56,0.11,31.78,68.50,7.26,0.07,0.02,0.07,104.40,27.89,3.10,0.02,317.00,1.11,19.00,13.44,0.40,0.11,0.00,2.89,3.44,3.67,5.89,4.44,11.78,5.67,4.44,42.33,4.00,5.00,0.00,44,,26,31,33,53,40,106,51,40,381,1,121,171,2075,19,6,20,251,6,10,2853,8,1,47,26,24,16,14,286,1,15,95,29,122,17,16,15,12,23,220,56,4:24:03,180,8,,27,240,8,143,189,-97,383,347,1861,18,,,,
DAL2017,DAL,2017,9.00,5.00,4.00,0.00,0.56,25.89,22.78,48.67,32.33,63.20,6.55,0.05,0.01,0.06,96.00,29.67,4.84,0.04,5.55,5.15,1.11,0.02,20.89,8.44,11.22,1.22,12.44,0.46,1.44,0.54,3.22,0.96,1.44,0.85,0.22,3.89,43.51,0.86,2.11,0.84,1.78,0.00,35.89,66.60,6.16,0.05,0.02,0.09,96.40,24.22,4.32,0.02,325.89,1.33,20.89,12.78,0.44,0.89,0.38,5.33,9.44,4.00,7.11,4.33,5.89,5.67,6.89,48.50,5.00,4.00,0.00,60,,48,85,36,64,39,53,51,62,436.5,8,115,188,1991,16,5,28,218,5,12,2933,11,2,35,22,19,19,16,323,0,13,101,11,112,29,27,26,13,10,267,76,4:34:03,188,12,,18,205,16,233,184,28,438,291,1905,4,,,,
DEN2017,DEN,2017,9.00,3.00,6.00,0.00,0.33,18.44,26.56,45.00,35.78,59.30,6.02,0.03,0.04,0.09,73.50,27.11,4.17,0.01,4.98,4.89,2.33,0.02,19.00,5.67,11.56,1.78,14.67,0.39,0.89,0.13,1.89,1.00,2.33,0.76,0.11,4.33,44.36,0.96,2.89,0.89,1.89,0.00,31.78,61.90,6.42,0.07,0.02,0.07,96.80,26.00,3.44,0.02,293.56,0.78,17.22,12.89,0.28,2.00,0.33,4.00,5.11,5.56,3.78,6.11,9.78,3.67,7.00,41.78,6.00,3.00,0.00,40,,36,46,50,34,55,88,33,63,376,18,116,155,1836,19,5,20,234,4,7,2642,16,1,39,27,26,19,17,286,0,8,104,16,132,17,16,16,21,21,244,51,4:42:48,171,4,,28,239,11,166,191,-73,405,322,1940,13,,,,
DET2017,DET,2017,9.00,5.00,4.00,0.00,0.56,27.11,23.33,50.44,36.56,62.60,6.96,0.05,0.02,0.09,96.30,24.11,3.42,0.01,5.26,5.55,1.22,0.02,18.78,4.11,13.33,1.33,13.78,0.40,0.67,0.00,3.00,1.00,2.44,0.86,0.44,4.33,43.74,1.00,2.67,0.75,1.33,0.00,35.22,63.10,7.03,0.03,0.03,0.06,82.80,25.56,4.00,0.04,349.67,2.00,19.78,12.44,0.36,1.22,0.55,3.33,8.33,5.67,9.78,5.56,7.22,6.78,3.78,45.17,6.00,3.00,0.00,40,,30,75,51,88,50,65,61,34,406.5,11,112,178,2227,11,11,20,230,10,18,3147,19,4,39,24,24,16,12,317,0,6,120,12,124,27,23,23,22,11,217,37,4:36:23,169,4,,30,210,17,244,206,34,454,329,2289,5,,,,
GNB2017,GNB,2017,9.00,5.00,4.00,0.00,0.56,22.67,23.00,45.67,35.00,64.40,5.95,0.05,0.02,0.10,90.00,23.44,4.50,0.03,5.08,5.57,1.00,0.02,20.33,5.89,12.11,2.33,13.00,0.41,1.22,0.73,2.78,0.91,1.56,0.79,0.22,4.33,45.08,0.95,2.33,0.86,2.00,0.00,32.78,67.10,7.40,0.04,0.02,0.06,95.90,28.67,3.87,0.03,353.56,1.67,20.56,12.56,0.43,0.89,0.75,4.89,4.44,4.11,8.89,3.44,9.56,3.11,6.89,46.61,6.00,3.00,0.00,GNB,,44,40,37,80,31,86,28,62,419.5,8,113,185,2183,12,6,18,258,8,15,3182,11,2,39,22,21,21,18,295,0,11,109,21,117,25,23,21,14,9,211,53,4:20:53,183,9,,30,207,15,204,203,-3,411,315,1874,7,,,,
HOU2017,HOU,2017,9.00,3.00,6.00,0.00,0.33,26.22,26.78,53.00,33.00,57.20,6.71,0.07,0.03,0.10,90.20,29.78,4.29,0.01,5.27,5.74,1.89,0.02,21.33,6.00,12.11,3.22,12.44,0.35,0.67,0.50,3.22,0.92,1.44,0.85,0.44,5.67,49.76,0.96,2.56,0.95,2.22,0.00,32.67,63.60,7.77,0.06,0.03,0.08,99.70,25.89,3.74,0.01,350.67,1.33,18.11,13.33,0.35,0.44,0.50,5.67,8.33,4.33,7.89,4.44,9.56,5.67,7.11,43.28,5.00,4.00,0.00,65,,51,75,39,71,40,86,51,64,389.5,4,120,163,2284,19,8,23,233,3,12,3156,11,4,51,24,23,21,20,294,0,6,109,29,112,29,25,23,13,17,268,54,4:34:08,192,4,,31,241,21,236,170,-5,477,297,1992,10,,,,
IND2017,IND,2017,10.00,3.00,7.00,0.00,0.30,17.90,28.00,45.90,31.20,60.30,6.57,0.03,0.02,0.13,83.30,27.30,3.51,0.03,4.82,5.99,1.20,0.02,16.70,5.40,9.70,1.60,14.40,0.38,0.60,0.00,1.80,0.88,1.90,0.95,0.10,5.80,44.83,0.97,2.80,0.80,2.00,0.10,34.80,60.10,7.89,0.04,0.02,0.05,91.30,27.70,4.02,0.04,385.80,1.40,20.80,13.60,0.42,0.70,0.57,3.50,7.30,4.00,2.80,3.90,7.00,5.80,11.00,43.55,6.00,4.00,0.00,45,,35,73,40,28,39,70,58,110,435.5,7,136,208,2745,15,8,19,277,10,14,3858,18,1,58,29,28,25,20,348,1,6,97,16,144,18,17,15,19,12,273,54,5:02:50,167,8,,39,280,9,179,188,-101,459,312,2049,7,,,,
JAX2017,JAX,2017,9.00,6.00,3.00,0.00,0.67,25.11,14.89,40.00,32.00,58.00,6.49,0.04,0.02,0.05,80.90,33.89,4.81,0.03,5.50,4.59,1.22,0.02,20.67,6.67,11.33,2.67,14.33,0.40,0.89,0.63,2.78,0.87,2.44,0.82,0.22,5.11,44.35,1.00,1.56,0.92,1.33,0.00,32.22,57.90,5.12,0.02,0.04,0.12,65.90,26.11,4.62,0.03,285.78,2.00,16.22,13.22,0.34,0.67,0.17,6.67,6.11,6.11,5.89,3.33,3.33,4.89,3.00,39.89,4.00,5.00,0.00,60,,60,55,55,53,30,30,44,27,359,6,119,146,1486,6,11,35,235,6,18,2572,18,2,46,14,14,13,12,290,0,8,102,24,129,25,23,20,22,11,305,60,4:57:23,186,9,,14,134,11,226,167,92,360,288,1870,7,,,,
KAN2017,KAN,2017,9.00,6.00,3.00,0.00,0.67,28.11,23.11,51.22,32.67,69.40,7.81,0.06,0.01,0.08,112.10,24.44,4.77,0.02,6.22,5.96,0.44,0.02,20.00,5.22,13.11,1.67,12.56,0.42,0.44,0.00,3.00,1.00,2.56,0.96,0.22,4.22,44.63,1.00,2.33,0.79,1.22,0.11,35.89,54.80,7.22,0.05,0.02,0.06,85.30,27.44,4.78,0.04,390.33,1.44,23.67,12.56,0.42,0.67,0.50,6.00,7.00,4.89,10.22,5.56,4.44,6.00,7.11,46.89,6.00,3.00,0.00,45,,54,63,44,92,50,40,54,64,422,6,113,213,2333,16,8,19,247,9,13,3513,22,2,38,21,21,14,11,323,1,4,118,15,113,27,25,25,23,4,220,47,4:36:34,180,6,,24,208,18,253,204,45,461,294,2296,2,,,,
LAC2017,LAC,2017,9.00,3.00,6.00,0.00,0.33,18.56,19.11,37.67,35.89,60.10,6.77,0.05,0.02,0.03,87.80,23.22,3.82,0.02,5.50,5.14,1.11,0.02,18.89,4.33,12.22,2.33,12.44,0.34,0.67,0.50,2.33,1.00,1.33,0.58,0.11,5.67,49.41,0.87,1.44,0.85,1.89,0.22,34.78,64.20,6.00,0.04,0.02,0.09,85.40,28.89,4.68,0.02,343.78,1.22,19.67,14.89,0.40,1.11,0.30,2.33,6.78,2.33,7.11,6.22,3.78,4.56,4.22,45.28,3.00,6.00,0.00,70,,21,61,21,64,56,34,41,38,407.5,10,134,177,1878,11,7,29,260,6,11,3094,7,1,51,15,13,20,17,313,2,6,110,21,112,21,20,20,12,10,209,39,4:10:13,170,5,,11,172,15,167,194,-5,339,323,2186,7,,,,
LAR2017,LAR,2017,9.00,7.00,2.00,0.00,0.78,32.89,18.00,50.89,31.56,61.60,8.24,0.06,0.01,0.05,102.00,30.67,4.20,0.04,6.11,5.13,1.33,0.02,20.33,6.56,12.00,1.78,14.00,0.48,0.44,0.25,3.33,1.00,3.22,0.97,0.00,3.44,47.68,0.88,1.67,0.61,1.22,0.00,33.33,57.30,6.12,0.04,0.04,0.09,73.30,26.33,4.48,0.03,322.11,2.11,17.33,14.11,0.38,1.11,0.50,6.33,12.56,9.11,4.89,4.11,7.11,1.44,5.33,44.61,6.00,3.00,0.00,70,,57,113,82,44,37,64,13,48,401.5,10,127,156,1837,11,12,28,237,8,19,2899,28,0,31,17,15,18,11,300,0,4,108,16,126,30,30,30,29,12,276,59,4:36:08,183,10,,13,162,16,296,175,134,458,284,2341,4,,,,
MIA2017,MIA,2017,9.00,4.00,5.00,0.00,0.44,15.22,24.89,40.11,36.33,63.30,5.36,0.04,0.03,0.05,80.40,22.56,3.55,0.00,4.52,5.69,1.33,0.02,17.56,3.78,11.22,2.56,12.44,0.34,1.33,0.17,1.78,0.80,1.11,0.90,0.11,5.56,44.96,1.00,2.89,0.67,1.33,0.00,31.56,68.70,7.13,0.06,0.01,0.06,104.80,26.67,4.36,0.03,341.22,0.89,20.00,12.33,0.41,0.33,0.33,2.22,2.56,4.22,6.22,4.11,8.56,7.33,4.89,43.22,4.00,5.00,0.00,MIA,,20,23,38,56,37,77,66,44,389,3,111,180,2025,16,3,16,240,8,8,3071,9,1,50,26,26,18,12,284,0,12,101,23,112,16,15,12,10,12,203,34,4:21:04,158,1,,17,224,14,137,207,-87,361,327,1754,10,,,,
